"Link","Type","Title","Description","By","Country","Rating","Categories","Colors"
"https://www.awwwards.com/sites/le-conservateur","Nominees","Le Conservateur","Hotello - Hotel WP Theme",NA,"France",NA,"Business & Corporate,Institutions,Animation,Clean,Graphic design,Responsive,Wordpress,CSS,HTML5,Vanilla JS",""
"https://www.awwwards.com/sites/webgenius-zurich","Nominees","Webgenius Zürich","Webstraxt",NA,"Switzerland",NA,"E-Commerce,Web & Interactive,360,Illustration,Wordpress",""
"https://www.awwwards.com/sites/new-free-spins-no-deposit","Nominees","New Free Spins No Deposit","Ranking Kasyn",NA,"Ireland",NA,"Games & Entertainment,Contentful,Wordpress",""
"https://www.awwwards.com/sites/vita-architecture","Nominees","Vita Architecture","Vita Architecture is an architecture studio based in London. They care about creating beautiful architecture and enhancing the lifestyle of users.",NA,"Ireland",NA,"",""
"https://www.awwwards.com/sites/emotion-agency","Nominees","Emotion Agency","ultranoir.com",NA,"Ukraine",NA,"Business & Corporate,Design Agencies,Web & Interactive,Portfolio,Transitions,404 pages,GSAP Animation,Three.js,GLSL,Nuxt.js,PWA,Canvas API",""
"https://www.awwwards.com/sites/salonia-treatment-mist-dryer","Nominees","SALONIA | TREATMENT MIST DRYER","Buildonauts - Ready to Launch",NA,"Japan",NA,"Web & Interactive,Responsive",""
"https://www.awwwards.com/sites/synthetic-gestalt-web-site","Nominees","Synthetic Gestalt Web Site","Sabcomeed",NA,"Japan",NA,"Art & Illustration,Business & Corporate,Web & Interactive,Animation,Graphic design,Infinite Scroll,Illustration,3D,Interaction Design,CSS,HTML5,WebGL,GSAP Animation,Three.js,React",""
"https://www.awwwards.com/sites/unplush-dance-company","Nominees","Unplush Dance Company","Parsons School of Design",NA,"Switzerland",NA,"Art & Illustration,Culture & Education,Big Background Images,Clean,Typography,Transitions,Menu - Horizontal,Svelte",""
"https://www.awwwards.com/sites/botanical-refresh21-botanist","Nominees","BOTANICAL REFRESH’21|BOTANIST","Bakr kawkji",NA,"Japan",NA,"Other,Animation,3D",""
"https://www.awwwards.com/sites/rekhchand-sahu-portfolio","Nominees","Rekhchand Sahu – Portfolio","Sam Goddard",NA,"India",NA,"Technology,Web & Interactive,Clean,Minimal,Portfolio,Typography,Interaction Design,Microinteractions,GSAP Animation,Gatsby,Sanity,Locomotive Scroll",""
"https://www.awwwards.com/sites/sensu-1","Nominees","Sensu","Ecompile",NA,"Netherlands",NA,"Film & TV,Web & Interactive,Experimental,Animation,Video,Transitions,Responsive,Storytelling,Photo & Video,CSS,HTML5,jQuery,Google Font API,Svelte,Javascript",""
"https://www.awwwards.com/sites/floema-jewelry","Nominees","Floema Jewelry","The surprise of what is possible to create from a single, thin thread.
Artisanal Jewelry by Valentina Caprini.",NA,"Netherlands",NA,"",""
"https://www.awwwards.com/sites/stutpak","Nominees","Stutpak","Chungi Folio",NA,"Netherlands",NA,"Art & Illustration,Promotional,Web & Interactive,Animation,Colorful,Portfolio,Single page,Illustration,Storytelling,After Effects",""
"https://www.awwwards.com/sites/motyw-studio","Nominees","Motyw Studio","Missoni Home",NA,"Poland",NA,"Design Agencies,Clean,Fullscreen,Graphic design,Minimal,Portfolio,Unusual Navigation,Wordpress,CSS,HTML5,GSAP Animation,PHP,Webpack,Javascript",""
"https://www.awwwards.com/sites/brandlin-estate","Nominees","Brandlin Estate","Bread & Butter Wines",NA,"United States",NA,"E-Commerce,Food & Drink,Web & Interactive,Scrolling,Video,Menu - Horizontal,Storytelling,Photo & Video,UI design,Wordpress,GSAP Animation,BARBA.js",""
"https://www.awwwards.com/sites/carrefour-app","Nominees","Carrefour App","Digital Portfolio",NA,"Spain",NA,"E-Commerce,Mobile & Apps,Responsive Design,Single page,React,Gatsby",""
"https://www.awwwards.com/sites/aktivbo-group","Nominees","AktivBo Group","Unspam.email",NA,"Sweden",NA,"Business & Corporate,Technology,Clean,Graphic design,Data Visualization,Illustration,UI design,Contentful",""
"https://www.awwwards.com/sites/besten-wettseiten","Nominees","Besten Wettseiten","Agency website behind you GmbH",NA,"Germany",NA,"Sports,Clean,Contentful,Wordpress,PHP",""
"https://www.awwwards.com/sites/undesigned-studio","Nominees","UNDESIGNED STUDIO","Petar Stanchev - Portfolio",NA,"Germany",NA,"Design Agencies,Web & Interactive,Animation,Graphic design,Horizontal Layout,Portfolio,Typography,Storytelling,Webflow,After Effects",""
"https://www.awwwards.com/sites/klarna-design-summit-2021","Nominees","Klarna Design Summit 2021","Carnival with Spotify",NA,"Turkey",NA,"Events,Technology,Animation,Colorful,Storytelling,Filters and Effects,Interaction Design,Webflow",""
"https://www.awwwards.com/sites/e11even-hotel-residences","Nominees","E11EVEN - Hotel & Residences","The Axis Trivedi",NA,"Poland",NA,"Real Estate,Animation,Fullscreen,Unusual Navigation,Video,Transitions,Wordpress,GSAP Animation,Webpack,BARBA.js,Javascript",""
"https://www.awwwards.com/sites/james-lee-julier","Nominees","James Lee Julier","V&A Design a Ring",NA,"Emirates",NA,"Art & Illustration,Culture & Education,Web & Interactive,Portfolio,Interaction Design,WebGL,Three.js,GLSL,BARBA.js,Webflow,Javascript",""
"https://www.awwwards.com/sites/adam-nocek","Nominees","Adam Nocek","Asian Legacy Library",NA,"Poland",NA,"Culture & Education,Promotional,Experimental,Animation,Graphic design,Minimal,Portfolio,Transitions,Menu - Vertical,Wordpress,CSS,HTML5,WebGL,PHP,After Effects,Javascript,Figma",""
"https://www.awwwards.com/sites/authentic-form-function-3","Nominees","Authentic Form & Function","TigerTurf",NA,"United States",NA,"Design Agencies,Web & Interactive,Real Estate,Clean,Video,Gallery,Responsive,Microinteractions,Footer Design,Demandware,Craft CMS,Sketch App,Javascript",""
"https://www.awwwards.com/sites/jaro-io","Nominees","jaro.io","Weglot für Deutschland",NA,"Germany",NA,"Design Agencies,Web & Interactive,Experimental,Animation,Minimal,Typography,Transitions,Contact Page,Microinteractions,GSAP Animation,Webpack,BARBA.js,Lottie,Webflow,Locomotive Scroll",""
"https://www.awwwards.com/sites/gruppo-euromobil-1","Nominees","Gruppo Euromobil","Qualitair",NA,"Italy",NA,"Business & Corporate,Animation,Fullscreen,Video,Responsive,CSS,HTML5,GSAP Animation,PHP,Laravel,Locomotive Scroll",""
"https://www.awwwards.com/sites/stanmar-inc","Nominees","Stanmar Inc.","Millimetrika - Interior design",NA,"United States",NA,"Architecture,Business & Corporate,Real Estate,Colorful,Flat Design,Portfolio,Scrolling,Transitions,Menu - Horizontal",""
"https://www.awwwards.com/sites/aycon","Nominees","!AYCON","Taffo Funeral Services",NA,"Netherlands",NA,"Business & Corporate,Other,Clean,Flat Design,Responsive Design,SEO,Footer Design,Contentful,CSS,HTML5,jQuery,Webflow,Javascript",""
"https://www.awwwards.com/sites/paul-bourgey","Nominees","Paul Bourgey","9010novantadieci",NA,"France",NA,"Art & Illustration,Design Agencies,Web & Interactive,Graphic design,Minimal,Typography,GSAP Animation,Vue.js,Nuxt.js",""
"https://www.awwwards.com/sites/space","Nominees","Space","LASZCZUK I WSPÓLNICY",NA,"United States",NA,"Business & Corporate,Scrolling,Storytelling,Wordpress,SVG,GSAP Animation",""
"https://www.awwwards.com/sites/insurance-mod","Nominees","Insurance-mod","La Mordue",NA,"United States",NA,"Business & Corporate,Colorful,Responsive Design,Scrolling,Responsive,UI design,Contentful,Wordpress,CSS,HTML5,PHP",""
"https://www.awwwards.com/sites/protos-car-rentals","Nominees","Protos Car Rentals","Erna Low Property",NA,"Greece",NA,"Other,Promotional,Web & Interactive,Animation,Clean,Illustration,Responsive,Forms and Input,UI design,CSS,jQuery,SVG,PHP,Bootstrap,OWL Carousel",""
"https://www.awwwards.com/sites/bettingtop10","Nominees","BettingTop10","Ranking Kasyn",NA,"Germany",NA,"Games & Entertainment,Sports,Clean,Graphic design,Contentful,Wordpress",""
"https://www.awwwards.com/sites/collab","Nominees","COLLAB","O'Neill & Brennan",NA,"Switzerland",NA,"Architecture,Business & Corporate,Web & Interactive,Animation,Clean,Minimal,Parallax,Responsive,UI design,CSS,Node.js,Webpack,Nuxt.js,Javascript,Locomotive Scroll",""
"https://www.awwwards.com/sites/design-scramble","Nominees","Design Scramble","Design Scramble is a design festival that aims to revitalize the creative community. Held annually since 2018 as a crossing point to connect creators and companies.",NA,"Switzerland",NA,"",""
"https://www.awwwards.com/sites/matthieu-fortin-portfolio","Nominees","Matthieu Fortin - Portfolio","Cantina Puiatti",NA,"France",NA,"Promotional,Web & Interactive,Experimental,Animation,Horizontal Layout,Minimal,Portfolio,Responsive Design,Typography,CSS,HTML5,GSAP Animation,Vue.js",""
"https://www.awwwards.com/sites/spire-agency","Nominees","Spire Agency","Baps Patil • Designer • Artist",NA,"United States",NA,"Art & Illustration,Business & Corporate,Design Agencies,Animation,Big Background Images,Clean,Flat Design,Graphic design,Portfolio,Bootstrap,Sketch App,After Effects",""
"https://www.awwwards.com/sites/duck-design-studio-2021","Nominees","Duck Design Studio 2021","AccessBoost",NA,"Brazil",NA,"Design Agencies,Other,Animation,Typography,Interaction Design,UI design,CSS,HTML5,Lottie,Webflow,After Effects,Adobe XD,Adobe Illustrator,Photoshop",""
"https://www.awwwards.com/sites/frost-collective-website","Nominees","Frost Collective Website","UPQODE 3.0",NA,"Portugal",NA,"Magazine / Newspaper / Blog,Business & Corporate,Design Agencies,Clean,Horizontal Layout,Portfolio,Typography,Interaction Design,UI design,Wordpress,Javascript",""
"https://www.awwwards.com/sites/cube-1","Nominees","Cube","brandù agency",NA,"Netherlands",NA,"Design Agencies,Technology,Animation,Clean,Responsive Design,Transitions,3D,Microinteractions,CSS,HTML5,Bootstrap,Laravel,Javascript,Swiper.js",""
"https://www.awwwards.com/sites/kimi-aviation","Nominees","Kimi Aviation","Dedicated Development Teams",NA,"Netherlands",NA,"Business & Corporate,Promotional,Startups,Animation,Parallax,Responsive Design,Single page,Video,CSS,jQuery,GSAP Animation,PHP,Hammer.JS,Locomotive Scroll",""
"https://www.awwwards.com/sites/suckerpunch-gourmet","Nominees","Suckerpunch Gourmet","Moringa Vinga",NA,"United States",NA,"E-Commerce,Food & Drink,Animation,Big Background Images,Clean,Colorful,Storytelling,Shopify",""
"https://www.awwwards.com/sites/vettvangur-1","Nominees","Vettvangur","Black Jelly",NA,"Iceland",NA,"Design Agencies,Web & Interactive,Animation,Portfolio,Transitions,CSS,GSAP Animation,React,Next.js",""
"https://www.awwwards.com/sites/gemfields-1","Nominees","Gemfields","Smarp",NA,"United Kingdom",NA,"Business & Corporate,Social responsibility,Big Background Images,Parallax,Responsive Design,Video,Content architecture,Contentful,Wordpress,CSS,HTML5,PHP,Nuxt.js,Vanilla JS",""
"https://www.awwwards.com/sites/eastern-market","Nominees","Eastern Market","Vredestein New Horizons",NA,"Australia",NA,"E-Commerce,Fashion,Experimental,Fullscreen,Graphic design,Minimal,Transitions,Interaction Design,Photo & Video,GSAP Animation,Three.js,PixiJS,Vue.js,Figma",""
"https://www.awwwards.com/sites/pleesecakes","Nominees","Pleesecakes!","Ancient Peaks",NA,"United Kingdom",NA,"E-Commerce,Food & Drink,Web & Interactive,Big Background Images,Clean,Colorful,Graphic design,Responsive Design,Photo & Video,Wordpress,CSS,Bootstrap,Figma",""
"https://www.awwwards.com/sites/brownpaperbag","Nominees","Brownpaperbag","Henri Heymans 2021 Portfolio",NA,"New Zealand",NA,"Design Agencies,Web & Interactive,Animation,Clean,Horizontal Layout,Portfolio,Scrolling,Unusual Navigation,PHP,Laravel,Javascript",""
"https://www.awwwards.com/sites/norvinas-cyber-punk-stunt","Nominees","Norvina's Cyber Punk Stunt","Violet",NA,"United States",NA,"E-Commerce,Games & Entertainment,Web & Interactive,Colorful,Graphic design,Illustration,Sound-Audio,After Effects,Figma",""
"https://www.awwwards.com/sites/ctech-europe","Nominees","ctech europe","medignition",NA,"United Kingdom",NA,"Business & Corporate,Other,Technology,Animation,Clean,Video,UI design,Header Design,Project Page,React,Gatsby,DatoCMS",""
"https://www.awwwards.com/sites/casinobillions-1","Nominees","CasinoBillions","Patientory Inc",NA,"Poland",NA,"Games & Entertainment,Mobile & Apps,Technology,Clean,Responsive Design,Wordpress,HTML5",""
"https://www.awwwards.com/sites/hulu-pride","Nominees","Hulu Pride","Pride Never Stops. Join Hulu's Pride celebration in NYC and virtually June 24 - 27, 2021",NA,"Poland",NA,"",""
"https://www.awwwards.com/sites/supre","Nominees","Supre","Travel by CIQ",NA,"France",NA,"Business & Corporate,Animation,Clean,Scrolling",""
"https://www.awwwards.com/sites/songs-from-scratch","Nominees","Songs from Scratch","Doomsday Entertainment",NA,"United States",NA,"Music & Sound,Responsive Design,Filters and Effects,Interaction Design,Photo & Video,UI design,Wordpress,CSS,HTML5,Vue.js,Nuxt.js,GraphQL",""
"https://www.awwwards.com/sites/milford-global","Nominees","Milford Global","The Buried Alive Project",NA,"Denmark",NA,"Architecture,Business & Corporate,Big Background Images,Fullscreen,Menu - Vertical,Photo & Video,Webflow",""
"https://www.awwwards.com/sites/overa-inc","Nominees","OVERA Inc.","Julie Guzal - Portfolio",NA,"Japan",NA,"Business & Corporate,Design Agencies,Animation,Graphic design,Parallax,Transitions,Content architecture,WebGL,GSAP Animation,Three.js,GLSL,Framer Motion,Next.js",""
"https://www.awwwards.com/sites/design-tonic","Nominees","Design Tonic","Ulrick & Short",NA,"United Kingdom",NA,"Business & Corporate,Promotional,Animation,Portfolio,Typography,Filters and Effects,Photo & Video,Microinteractions,Wordpress,PHP,Three.js",""
"https://www.awwwards.com/sites/ylimay-zavala-portfolio-2021","Nominees","Ylimay Zavala: Portfolio 2021","Ayaka B. Ito",NA,"United States",NA,"Art & Illustration,Design Agencies,Other,Big Background Images,Colorful,Graphic design,Portfolio,About Page,Project Page,Editor X",""
"https://www.awwwards.com/sites/stp","Nominees","STP","iQor",NA,"United States",NA,"Technology,Animation,Clean,Illustration,Wordpress,CSS",""
"https://www.awwwards.com/sites/gadget-flow","Nominees","Gadget Flow","Travamigos",NA,"United States",NA,"Magazine / Newspaper / Blog,E-Commerce,Technology,Big Background Images,Infinite Scroll,HTML5,jQuery,SVG,PHP,Nginx,Javascript",""
"https://www.awwwards.com/sites/logindustria","Nominees","LogIndustria","Serverless Inc. Enterprise",NA,"Russia",NA,"Business & Corporate,Animation,Big Background Images,Icons,Responsive Design,Responsive,Forms and Input",""
"https://www.awwwards.com/sites/star-forest","Nominees","Star Forest","Maki",NA,"United States",NA,"Music & Sound,Promotional,Colorful,Parallax,Single page,Illustration,Responsive,Sound-Audio,CSS,HTML5,SVG,Lottie,Webflow,Javascript",""
"https://www.awwwards.com/sites/zap","Nominees","Zap","MacBook Pro 16-inch",NA,"United States",NA,"Technology,Web & Interactive,Startups,Animation,Clean,Parallax,Responsive Design,Scrolling,Single page,CSS,HTML5,WebGL,Lottie",""
"https://www.awwwards.com/sites/museobit","Nominees","museobit.","3D Illustrations Landing",NA,"United Kingdom",NA,"Culture & Education,Startups,App Style,Colorful,3D",""
"https://www.awwwards.com/sites/ranking-kasyn","Nominees","Ranking Kasyn","BeaconSocial",NA,"Poland",NA,"Games & Entertainment,Technology,Clean,Graphic design,Responsive,Contentful,Wordpress",""
"https://www.awwwards.com/sites/evoo-capital","Nominees","Evoo Capital","Concerto PR",NA,"France",NA,"Business & Corporate,Institutions,Animation,Wordpress",""
"https://www.awwwards.com/sites/creative-course","Nominees","Creative Course","Web Design Course",NA,"Russia",NA,"Culture & Education,Web & Interactive,Experimental,Clean,Flat Design,Minimal,Typography,Photo & Video,UI design,Figma,Tilda",""
"https://www.awwwards.com/sites/ruby9110m","Nominees","Ruby9110m","Mad/Studio",NA,"China",NA,"Experimental,Fullscreen,Scrolling,Single page,Transitions,Gestures / Interaction,Interaction Design,WebGL,Vue.js",""
"https://www.awwwards.com/sites/studio-muhittin-gunes","Nominees","Studio Muhittin Günes","WORK BY 10011",NA,"Turkey",NA,"Design Agencies,E-Commerce,Clean,Flat Design,Graphic design,Minimal,Typography,CSS,HTML5,Javascript",""
"https://www.awwwards.com/sites/valeria-francis-portfolio","Nominees","Valeria Francis | Portfolio","Samuel Scalzo - Portfolio",NA,"Greece",NA,"Business & Corporate,Promotional,Web & Interactive,Animation,Fullscreen,Minimal,Portfolio,Typography,Responsive,CSS,HTML5",""
"https://www.awwwards.com/sites/yptic","Nominees","YPTIC","Chromatix Web Design",NA,"United Kingdom",NA,"Design Agencies,Games & Entertainment,Technology,Clean,Colorful,Flat Design,Fullscreen,Minimal,UI design",""
"https://www.awwwards.com/sites/dakumisu-portfolio-21","Nominees","Dakumisu - Portfolio 21'","NunoPS - Portfolio 2021",NA,"France",NA,"Promotional,Web & Interactive,Animation,Single page,Sound-Audio,3D,Microinteractions,404 pages,WebGL,GSAP Animation,Three.js,GLSL,Webpack,Javascript",""
"https://www.awwwards.com/sites/future-of-office","Nominees","Future of Office","Archibald",NA,"United States",NA,"Architecture,Technology,Real Estate,Flat Design,Illustration,Copy design,HTML5,jQuery,SVG,GSAP Animation,Javascript",""
"https://www.awwwards.com/sites/transplantation-solidarity","Nominees","Transplantation : Solidarity","V&A Design a Ring",NA,"Poland",NA,"Art & Illustration,Culture & Education,Web & Interactive,Animation,Clean,Sound-Audio,Storytelling,3D,Interaction Design,WebGL,GSAP Animation,Three.js",""
"https://www.awwwards.com/sites/jenny-lin-portfolio","Nominees","Jenny Lin Portfolio","Samuel Matson Portfolio",NA,"United States",NA,"Technology,Web & Interactive,Experimental,Clean,Portfolio,3D,Interaction Design,Font Awesome,P5.js,Lottie,Webflow,After Effects,Unity,Cinema 4D",""
"https://www.awwwards.com/sites/yellow-pony","Nominees","Yellow Pony","Synerg'hetic",NA,"France",NA,"Design Agencies,Web & Interactive,Animation,Colorful,Portfolio,Transitions,Project Page,GSAP Animation,Highway.js,Javascript",""
"https://www.awwwards.com/sites/buyervista","Nominees","BuyerVista","CROMA",NA,"United States",NA,"Technology,Web & Interactive,Real Estate,Animation,Big Background Images,Colorful,Infinite Scroll,Scrolling,UI design,Wordpress,CSS,HTML5,PHP",""
"https://www.awwwards.com/sites/hey","Nominees","Hey!","A Designer's Manifesto.",NA,"India",NA,"Art & Illustration,Animation,Graphic design,Parallax,Illustration,Copy design,Microinteractions",""
"https://www.awwwards.com/sites/oceania","Nominees","Oceania","Lotus Vancouver",NA,"New Zealand",NA,"Business & Corporate,Institutions,Web & Interactive,Responsive Design,Storytelling,Forms and Input,Copy design,UI design,next.js,Wordpress,React,Webpack,GraphQL,Javascript,Next.js",""
"https://www.awwwards.com/sites/casinobillions-2","Nominees","CasinoBillions","Campofrio Christmas2020-D.E.V.",NA,"Spain",NA,"Games & Entertainment,Responsive,Interaction Design,Wordpress",""
"https://www.awwwards.com/sites/go-love-yourself","Nominees","Go Love Yourself!","The Body Shop reveals its reinvented, most sustainable & best Body Butter yet, with increased efficiency, 100% recycled packaging and community fair trade ingredients. Go love yourself!",NA,"Spain",NA,"",""
"https://www.awwwards.com/sites/hellfest-from-home","Nominees","Hellfest From Home","Ofrenda Más Grande de México",NA,"France",NA,"Culture & Education,Games & Entertainment,Web & Interactive,Retro,Illustration,WebGL,GSAP Animation,PixiJS,Debian,Javascript",""
"https://www.awwwards.com/sites/thursday-studio","Nominees","Thursday Studio","Brave People",NA,"United Kingdom",NA,"Design Agencies,Clean,Graphic design,Minimal,Responsive,GSAP Animation,Laravel,Vue.js,Tailwind CSS",""
"https://www.awwwards.com/sites/gucci-beloved-bounce","Nominees","Gucci Beloved Bounce","Gucci Burst",NA,"Italy",NA,"Fashion,Games & Entertainment,Mobile & Apps,App Style,Responsive Design,Sound-Audio,3D,Gestures / Interaction,Interaction Design,WebGL,GSAP Animation,Three.js,Vue.js",""
"https://www.awwwards.com/sites/feat-magazine","Nominees","Feat Magazine","Ricardo Seola - Portfolio",NA,"Republic",NA,"Magazine / Newspaper / Blog,Photography,Experimental,Animation,Big Background Images,Graphic design,Photography,Unusual Navigation,Microinteractions,ReadyMag",""
"https://www.awwwards.com/sites/kai-tietz","Nominees","Kai Tietz","Top PVC - Flooring Company",NA,"Germany",NA,"Business & Corporate,Culture & Education,Photography,Clean,Photography,Typography,Transitions,Photo & Video,Microinteractions,CSS,HTML5,Javascript,Swiper.js",""
"https://www.awwwards.com/sites/ergo-sum-magazine","Nominees","Ergo Sum Magazine","Sculpture park «Park 3020»",NA,"France",NA,"Art & Illustration,Culture & Education,Clean,Minimal,Parallax,Scrolling,Gallery,Wordpress,GSAP Animation",""
"https://www.awwwards.com/sites/senia","Nominees","Senia","r.e.m. beauty by Ariana Grande",NA,"United States",NA,"Fashion,Other,Animation,Clean,Minimal,Responsive,UI design,Contact Page",""
"https://www.awwwards.com/sites/nazym-zhangazinova","Nominees","Nazym Zhangazinova","Lotte Bijlsma – Portfolio",NA,"Kazakhstan",NA,"Business & Corporate,Web & Interactive,Clean,Minimal,Portfolio,Typography,UI design",""
"https://www.awwwards.com/sites/phoenix-ancient-art","Nominees","Phoenix Ancient Art","Invisible Folio - WP Theme",NA,"United States",NA,"Art & Illustration,Clean,Fullscreen,Scrolling,Gallery,Responsive,Photo & Video,Wordpress,CSS,HTML5,jQuery,PHP,Sass",""
"https://www.awwwards.com/sites/sea-promenade","Nominees","Sea promenade","Millimetrika - Interior design",NA,"Russia",NA,"Architecture,E-Commerce,Real Estate,Clean,Photography,Responsive Design,UI design,Project Page,Figma,Tilda",""
"https://www.awwwards.com/sites/chris-hortsch-webddesign","Nominees","Chris Hortsch Webddesign","Freelance Web Designer",NA,"Germany",NA,"Design Agencies,Web & Interactive,Big Background Images,Portfolio,Responsive Design,SEO,UI design,Header Design,CSS,HTML5,PHP,Google App Engine,Google Font API,After Effects",""
"https://www.awwwards.com/sites/gaia-autonomous-data-agent","Nominees","Gaia - Autonomous Data Agent","Niftypays",NA,"India",NA,"Business & Corporate,Technology,Startups,Animation,Clean,Minimal,3D,Interaction Design,Header Design,Lottie,Webflow",""
"https://www.awwwards.com/sites/ana-k-ui-ux-product-designer","Nominees","Ana K: UI/UX Product Designer","Website for Mercedes Dealer",NA,"Russia",NA,"Design Agencies,Promotional,Web & Interactive,Portfolio,Responsive Design,Interaction Design,UI design,Project Page,Figma",""
"https://www.awwwards.com/sites/cometly","Nominees","Cometly","EDITED",NA,"United States",NA,"Business & Corporate,Mobile & Apps,Startups,App Style,Colorful,Scrolling,Data Visualization,About Page,Wordpress,Tailwind CSS",""
"https://www.awwwards.com/sites/plex-corporate-website","Nominees","Plex Corporate Website","GoSupply",NA,"United States",NA,"Business & Corporate,Technology,Web & Interactive,Animation,Clean,Minimal,Video,UI design,Microinteractions",""
"https://www.awwwards.com/sites/the-end","Nominees","The End","Jacob Mckee — Colorist",NA,"United Kingdom",NA,"Art & Illustration,Web & Interactive,Experimental,Animation,Video,Illustration,Storytelling,Filters and Effects,Photo & Video",""
"https://www.awwwards.com/sites/casinoreviews-net","Nominees","Casinoreviews.net","online-casino-uk",NA,"United States",NA,"Magazine / Newspaper / Blog,Games & Entertainment,Colorful,Responsive Design",""
"https://www.awwwards.com/sites/mama-joyce-peppa-sauce","Nominees","Mama Joyce Peppa Sauce","We're bringing a generational tradition of peppa sauce to you. A time tested recipe of Blasian flavour and heat. Buy Mama Joyce Peppa Sauce here!",NA,"United States",NA,"",""
"https://www.awwwards.com/sites/airpods-max","Nominees","AirPods Max","The AirPods Max site uses scrollable, high-fidelity video and studio-quality photography to immerse viewers in the product’s design — bringing the ultimate listening experience to life.",NA,"United States",NA,"",""
"https://www.awwwards.com/sites/pone-listen-and-donate","Nominees","Pone - LISTEN AND DONATE","Use your eyes, and enter the universe of the legendary french hip hop producer PONE. 

LISTEN AND DONATE is a musical and charitable project to train our caregivers.",NA,"United States",NA,"",""
"https://www.awwwards.com/sites/haleys-beauty","Nominees","HALEYS BEAUTY","Jonny Belton",NA,"United States",NA,"E-Commerce,Web & Interactive,Clean,Responsive Design,Scrolling,Typography",""
"https://www.awwwards.com/sites/empty-state","Nominees","Empty State","CATERINA ZULIAN",NA,"United Kingdom",NA,"Architecture,E-Commerce,Clean,Graphic design,Photography,Gallery,3D,Photo & Video,Wordpress,jQuery,GSAP Animation,PHP,Lottie,Figma",""
"https://www.awwwards.com/sites/the-gallery-at-vcuarts-qatar","Nominees","The Gallery at VCUarts Qatar","Guilbo - Artiste Peintre",NA,"Canada",NA,"Art & Illustration,Culture & Education,Events,Clean,Colorful,Graphic design,Portfolio,Gallery,Photo & Video,Wordpress",""
"https://www.awwwards.com/sites/high-west-whiskey-prairie-dash","Nominees","High West Whiskey Prairie Dash","Gucci Lips",NA,"France",NA,"Food & Drink,Games & Entertainment,Animation,Colorful,Gestures / Interaction,WebGL",""
"https://www.awwwards.com/sites/banila-studio","Nominees","Banila Studio","backhand agency",NA,"Spain",NA,"Design Agencies,Horizontal Layout,Portfolio,Single page,CSS,HTML5,Three.js,PixiJS,Javascript,PWA",""
"https://www.awwwards.com/sites/module-design-system","Nominees","Module Design system","Adoric",NA,"Russia",NA,"Technology,Web & Interactive,Startups,Clean,Minimal,Single page,Video,Content architecture,UI design,CSS,HTML5,Javascript",""
"https://www.awwwards.com/sites/the-xrs","Nominees","The XRS","Bionic Sport",NA,"United States",NA,"Sports,Clean,Video,Responsive,3D,CSS,WebGL",""
"https://www.awwwards.com/sites/weglot-fur-deutschland","Nominees","Weglot für Deutschland","Ingrid Paris",NA,"Germany",NA,"Promotional,Web & Interactive,Startups,Animation,Parallax,Typography,Transitions,Storytelling,Microinteractions,jQuery,Vercel,Lottie,Webflow,Javascript",""
"https://www.awwwards.com/sites/sound-tasting-argeta-exclusive","Nominees","SOUND TASTING ARGETA EXCLUSIVE","Black Pistol Fire Experience",NA,"Slovenia",NA,"Food & Drink,Music & Sound,Sound-Audio",""
"https://www.awwwards.com/sites/jca-cinemes","Nominees","JCA CINEMES","ProjectBoard",NA,"Spain",NA,"Culture & Education,Film & TV,Technology,Navigation Menu,360,Gestures / Interaction,UI design,CSS,HTML5,jQuery,PHP,Google Font API,Javascript",""
"https://www.awwwards.com/sites/turtle-beach","Nominees","Turtle Beach","Roccat Gaming",NA,"United States",NA,"E-Commerce,Games & Entertainment,Technology,Graphic design,Photography,Responsive Design,Filters and Effects,UI design,HTML5,jQuery UI,Shopify,OWL Carousel,Knockout,Vanilla JS",""
"https://www.awwwards.com/sites/carnegie-fabrics","Nominees","Carnegie Fabrics","ROC.D",NA,"United States",NA,"Art & Illustration,Business & Corporate,Other,Clean,Photography,Gallery,Content architecture,UI design,Project Page,HTML5,jQuery,PHP,Nginx,Magento,Javascript",""
"https://www.awwwards.com/sites/2021-operation-mars","Nominees","2021 Operation Mars","Clément Vion - Portfolio",NA,"China",NA,"Mobile & Apps,Technology,Experimental,Single page,Responsive,3D,WebGL,GSAP Animation,Three.js,Vue.js",""
"https://www.awwwards.com/sites/videvince-ventures","Nominees","Videvince Ventures","Vauban",NA,"Brazil",NA,"Business & Corporate,Technology,Startups,Animation,Portfolio,Responsive,UI design",""
"https://www.awwwards.com/sites/projectboard","Nominees","ProjectBoard","Offten",NA,"Canada",NA,"Culture & Education,Technology,Startups,Big Background Images,Clean,Colorful,Navigation Menu,Responsive Design,Gestures / Interaction,HTML5,Google Font API,Font Awesome,Firebase,Javascript,Canvas API",""
"https://www.awwwards.com/sites/the-state-of-independence","Nominees","The State of Independence","Contra surveyed over 10,000 to gain insights on the way people are working. This interactive report showcases the data and key insights.",NA,"Canada",NA,"",""
"https://www.awwwards.com/sites/apotheke-perfume","Nominees","Apotheke Perfume","SMILY. Smil mere.",NA,"Poland",NA,"E-Commerce,Fashion,Startups,Clean,Fullscreen,Minimal,Typography,Copy design,Wordpress,PHP,WooCommerce",""
