"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@theogonta111111 <U+5916><U+8ECA><U+8A73><U+3057><U+304F><U+306A><U+3044><U+3093><U+3067><U+3059><U+304C>
<U+5F80><U+5E74><U+306E><U+30E9><U+30EA><U+30FC><U+8ECA><U+306E><U+5302><U+3044><U+304C><U+30D7><U+30F3><U+30D7><U+30F3><U+3059><U+308B><U+30C7><U+30B6><U+30A4><U+30F3><U+306B><U+30A2><U+30EB><U+30D5><U+30A1><U+3067><U+3059><U+306D><U+0001F914>",FALSE,1,"theogonta111111",2021-12-26 23:22:27,FALSE,"1475238019880079364","1475245655153328128","269022388","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AXS_YaHi",0,FALSE,FALSE,NA,NA
"Just gonna keep bringing this $metis tweet up every couple of months. We've now gone past $link $dot $uni $axs in p… https://t.co/epbTRvLihg",FALSE,7,NA,2021-12-26 23:22:16,TRUE,NA,"1475245607975473157",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Spiralkut",1,FALSE,FALSE,NA,NA
"RT @esatoshiclub: Ethereum Ecosystem Best performing assets of 2021<U+0001F3C6>

@Shibtoken @DogelonMars @AxieInfinity @TheSandboxGame @kadena_io @dec…",FALSE,0,NA,2021-12-26 23:22:08,FALSE,NA,"1475245576740605955",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Roman56757572",44,TRUE,FALSE,NA,NA
"RT @gocholive: SORTEO FIN DE AÑO CON GOCHO Y AXIE INFINITY
 10 $AXS <U+0001F9D1><U+200D><U+0001F384><U+0001F9D1><U+200D><U+0001F384><U+0001F9D1><U+200D><U+0001F384><U+0001F9D1><U+200D><U+0001F384><U+0001F9D1><U+200D><U+0001F384><U+0001F9D1><U+200D><U+0001F384><U+0001F9D1><U+200D><U+0001F384>

PARA PARTICIPAR: 
<U+2705>SEGUIRME 
<U+2705>SEGUIR @AxieInfini…",FALSE,0,NA,2021-12-26 23:22:06,FALSE,NA,"1475245566082928645",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xavi_maya",863,TRUE,FALSE,NA,NA
"RT @CryptoKojima: Merry Christmas to everyone and especially to #SHIB #BabyDoge #BuffDogeCoin

#Floki #Kishu #Saitama #BNB #Safemoon #FEG #…",FALSE,0,NA,2021-12-26 23:20:53,FALSE,NA,"1475245261127622662",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","april_eos",123,TRUE,FALSE,NA,NA
"<U+30B2><U+30FC><U+30E0><U+6027><U+3067><U+3044><U+3046><U+3068><U+30B9><U+30C6><U+30EB><U+30B9><U+304B><U+306A><U+0001F914>
<U+3055><U+307E><U+3088><U+3044><U+306A><U+304C><U+3089><U+30A2><U+30DB><U+6BDB><U+30BB><U+30F3><U+30B5><U+30FC><U+304C><U+30D4><U+30D4><U+30F3>(<U+7D04>100m)<U+307E><U+3067><U+8FD1><U+3065><U+3044><U+3066><U+3044><U+304B><U+306A><U+3044><U+3068><U+3044><U+3051><U+306A><U+3044><U+306E><U+304C><U+6642><U+9593><U+304B><U+304B><U+308B><U+306D><U+301C>
<U+500D><U+30B9><U+30B3><U+304C><U+5C0F><U+3055><U+3044><U+3093><U+3060><U+306A>4<U+500D><U+4F4D><U+304B><U+306A>?<U+305D><U+3057><U+3066><U+8D70><U+3063><U+305F><U+5F8C><U+3060><U+304B><U+3089><U+624B><U+30D6><U+30EC><U+304C><U+30D7><U+30E9><U+30FC><U+30F3><U+30D7><U+30E9><U+30FC><U+30F3><U+0001F4A6>
<U+5C04><U+6483><U+306F><U+30BF><U+30EB><U+30B3><U+30D5><U+306E><U+3088>… https://t.co/WywTCZgcJN",FALSE,3,NA,2021-12-26 23:20:48,TRUE,NA,"1475245237685858312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AXS_YaHi",0,FALSE,FALSE,NA,NA
"$BTC : 50887
$ETH : 4079.06
$ADA : 1.46
$SOL : 198.38
$BNB : 546.93
$MATIC : 2.87
$HIVE : 1.8
$PVU : 0.299334
$ZOON… https://t.co/dONVvneoKw",FALSE,0,NA,2021-12-26 23:20:42,TRUE,NA,"1475245213849432065",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">CryptoValueBot</a>","CryptoValueBot",0,FALSE,FALSE,NA,NA
"RT @gocholive: Manager o becado de Axie Infinity su mejor opción siempre es SWAP TUS $SLP por $AXS o $ETH y si es $AXS ponlo en Staking. Pa…",FALSE,0,NA,2021-12-26 23:20:36,FALSE,NA,"1475245188289384448",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JHOKCO",29,TRUE,FALSE,NA,NA
"RT @all_thats_mbs: <U+4ECA><U+5E74><U+306E><U+30AA><U+30FC><U+30EB><U+30B6><U+30C3><U+30C4><U+306E><U+610F><U+6C17><U+8FBC><U+307F><U+3067><U+3059><U+0001F917><U+0001F308><U+0001F308>

#<U+30A2><U+30AD><U+30CA>
#<U+30CB><U+30C3><U+30DD><U+30F3><U+306E><U+793E><U+9577>

#<U+30AA><U+30FC><U+30EB><U+30B6><U+30C3><U+30C4><U+6F2B><U+624D>2021 https://t.co/vVSRbdLl9n",FALSE,0,NA,2021-12-26 23:20:32,FALSE,NA,"1475245171122274304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pea_orange_axs",74,TRUE,FALSE,NA,NA
"RT @cb_qnt1: Lest we forget CB10 called: 

$axs at $1 
$one at $0.01
$HBAR at $0.03 
$LCX at $0.03
$QNT at $19
$ksm at $20 
$bnb at $9. 

A…",FALSE,0,NA,2021-12-26 23:20:28,FALSE,NA,"1475245157197008897",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cryptonymos",13,TRUE,FALSE,NA,NA
"RT @tasaki4158: <U+672C><U+65E5><U+306E> #<U+30BC><U+30F3><U+30AB><U+30A4><U+30B8><U+30E3><U+30FC> <U+63A8><U+3057><U+9EBA><U+56DE><U+3092><U+751F><U+8996><U+8074><U+3057><U+3066><U+304F><U+3060><U+3055><U+3063><U+305F><U+7686><U+3055><U+307E>! <U+3042><U+308A><U+304C><U+3068><U+3046><U+3054><U+3056><U+3044><U+307E><U+3059>! <U+6B21><U+56DE><U+653E><U+9001><U+306F>1<U+6708>9<U+65E5> <U+300C><U+65B0><U+30D2><U+30FC><U+30ED><U+30FC><U+306B><U+3083>! <U+304A><U+30B3><U+30BF><U+306E><U+5BC6><U+4F1A>!!<U+300D><U+3067><U+3059>!
<U+305D><U+308C><U+305E><U+308C><U+306E><U+63A8><U+3057><U+9EBA><U+3067><U+7F8E><U+5473><U+3057><U+304F><U+5E74><U+3092><U+8D8A><U+3057><U+3066><U+304F><U+3060><U+3055><U+3044>
<U+3088><U+3044><U+304A><U+5E74><U+3092>!",FALSE,0,NA,2021-12-26 23:20:28,FALSE,NA,"1475245155976642567",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pea_orange_axs",172,TRUE,FALSE,NA,NA
"RT @HEISEI_love_bot: <U+5927><U+5B66><U+306E><U+5148><U+751F><U+306B><U+8A71><U+3057><U+304B><U+3051><U+3066><U+3044><U+3044><U+30BF><U+30A4><U+30DF><U+30F3><U+30B0> https://t.co/pas2jMkSIY",FALSE,0,NA,2021-12-26 23:20:23,FALSE,NA,"1475245135592321032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pea_orange_axs",6865,TRUE,FALSE,NA,NA
"RT @Y_mugendai_hall: YouTube<U+306B><U+3066><U+7121><U+6599><U+516C><U+958B><U+4E2D><U+306E><U+3082><U+3050><U+3089><U+6BBA><U+4EBA><U+4E8B><U+4EF6><U+2160><U+3068><U+5408><U+308F><U+305B><U+3066><U+898B><U+308B><U+3068><U+3001><U+3055><U+3089><U+306B><U+697D><U+3057><U+3081><U+307E><U+3059>!!<U+0001F440>

https://t.co/9ZEZpuDUIi",FALSE,0,NA,2021-12-26 23:20:06,FALSE,NA,"1475245062619828225",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pea_orange_axs",4,TRUE,FALSE,NA,NA
